text,category,priority,split,department,is_roman
a dangerous dilapidated structure is about to fall on people using the footpath — near the community centre in Defence View a large number of residents are suffering because of it More than sixty families depend on this single lane,safety,high,test,Public Safety,0
"clean drinking water has not reached our houses; this situation at Lane 3, Federal B Area has continued since this morning. we have been waiting for a response for a while now Meherbani ho gi.",water,medium,test,Water Supply,0
"we the residents of block 13-d, kemari report that safai bilkul nahi hoti yahan. current is passing through the water where children walk bara meherbani ho gi, jaldi masla hal karain.",waste,critical,test,Sanitation & Solid Waste,1
"TO THE CONCERNED DEPARTMENT, AWARA KUTTE LOGON KO KAAT RAHE HAIN NEAR PHASE 2, BAHADURABAD. THE ENTIRE STREET OF ABOUT FORTY HOUSES IS AFFECTED PLEASE TAKE ACTION.",safety,high,train,Public Safety,1
kindly note that kachra kundi bhar gayi hai aur sarak par gir raha hai near near the mobile market in landhi near the children's park. there is a government school right next to it and hundreds of children pass daily. a large number of residents are suffering because of it we request immediate attention !!!!,waste,high,train,Sanitation & Solid Waste,1
"plz be informed that the newly laid patch has already sunk in the middle at Lane 3, Lyari, for several months. there is a government school right next to it and hundreds of children pass daily Shukriya. Again, the newly laid patch has already sunk in the middle.",road,high,train,Roads & Infrastructure,0
"kindly send someone to look at it in the next few days gutter ubal raha hai at near a bank branch in Manghopir. Kindly resolve it soon. Bara meherbani ho gi, jaldi masla hal karain.",drainage,medium,train,Drainage & Sewerage,1
"the garbage container is overflowing onto the road at Phase 2, Bahadurabad.",waste,low,train,Sanitation & Solid Waste,0
the asphalt has peeled off and the base layer is exposed at Defence View and nobody has come to check for more than 20 days. we have been waiting for a response for a while now,road,medium,train,Roads & Infrastructure,0
"Please be informed that the water tat comes is muddy and smells of chemicals in front of on Abul Hasan Isphahani Road, and dengue and gastro cases have started appearing in the areea Again, the water that comes is muddy and smells of chemicals.",water,high,train,Water Supply,0
"At on Shahrah-e-Faisal, gali me kooray ka bara dher lag gaya hai since Friday. there is a government school right next to it and hundreds of children pass daily Bara meherbni ho gi, jaldi masla hal karain.",waste,high,train,Sanitation & Solid Waste,1
jo pani aata hai wo gandha aur badbudar hai at Korangi Street 14. This has been the case since this morning. please look into it in the coming days,water,medium,train,Water Supply,1
"sweepers have not coem to cleaan this lane at Lane 3, Saddar. This has been the case for the last three days. there is no urgency, please handle it in the routine schedule",waste,low,train,Sanitation & Solid Waste,0
"our overhead tank never fills even after four hours of supply at SITE Afea. This has been the case since Friday. low priority, only mentioning it so it is on record",water,low,train,Water Supply,0
"the newly laid patch has already sunk in the middle at Street 14, SITE Area.",road,medium,train,Roads & Infrastructure,0
"every street light on this avenue has been dead since the pole was hit; this situation at Block 5, Federal B Area has continued for almost a month. children walking to school have to wade through it every day Meherbani ho gi.",electricity,high,test,Electricity & Streetlights,0
"please be informed that raat ko nashe wale jama hote hain, dar lagta hai since yesterday at north nazimabad block 2. thank you. bara meherbani ho gi, jaldi masla hal karain.",safety,medium,train,Public Safety,1
"Kindly note that the drain cover is broken and the sludge is exposed in front of on Sharae Noor Jehan, and the whole block has been suffering and tempers are rising",drainage,high,train,Drainage & Sewerage,0
"people are burning the garbage pile and the smoke enters our homes at plot 22, shah faisal colony!!",waste,high,train,Sanitation & Solid Waste,0
Kindly note that the meter reading is being estimated and the bill is impossible for more than 20 days at Surjani Town. Thank you??!,electricity,medium,train,Electricity & Streetlights,0
"Assalam o alaikum, there have been repeated mobile snatching incidents here for more than 20 days at Nazimabad near Civil Hospital. Thank you!!!",safety,high,train,Public Safety,0
please be informed that an abandoned building has become a hideout for criminals at near the main mosque in orangi town for the last three days please arrange for the concerned staff to check it thank you,safety,medium,train,Public Safety,0
"Reporting from Block A, Korangi near Ziauddin Hospital: nalke se peela pani nikal raha hai!!",water,high,test,Water Supply,1
At Sector 5-C DHA Phase 6 street light band hai kai hafton se for more than 20 days please look into it in the coming days Our family has been facing this for several days now Bara meherbani ho gi jaldi masoa hal karain,electricity,medium,train,Electricity & Streetlights,1
"For for several months now, the garbage container is overflowing onto the road around near the vegetable market in Surjani Town near Aga Khan Hospital. Regards.",waste,high,test,Sanitation & Solid Waste,0
"Please be informed that an open manhole in the middle of the walkway is a death trap at DHA Phase 6 Gali No 7, for the past six weeks. the entire street of about forty houses is affected Please take action.",safety,high,train,Public Safety,0
"THIS IS TO BRING TO YOUR ATTENTION THAT RESIDENTS NEAR NEAR THE KATCHI ABADI IN CLIFTON ARE AFFECTED BECAUSE NALI BAND HAI AUR PANI KHARA HAI. KINDLY SEND SOMEONE TO LOOK AT IT IN THE NEXT FEW DAYS. IT IS AFFECTING A FEW HOUSEHOLDS ON OUR SIDE OF THE LANE PLEASE DO THE NEEDFUL. AGAIN, NALI BAND HAI AUR PANI KHARA HAI??!",drainage,medium,test,Drainage & Sewerage,1
"assalam o alaikum, an abandoned building has become a hideout for criminals near near the flyover ramp in gulberg town. there is a government school right next to it & hundreds of cihldren pass daily we reuest immediate attention.",safety,high,train,Public Safety,0
"To the concerned department, the footpath tiles are uprooted & pedestrians walk on the road in front of on Nishtar Road, & plz look into it in the coming days",road,medium,train,Roads & Infrastructure,0
the pole mounted box is open and children can reach the terminals at on Stadium Road.,electricity,critical,train,Electricity & Streetlights,0
We the residents of near the main mosque in Shah Faisal Colony report that shopkeepers throw their leftovers directly onto the pavement hree. a woman in labour could not be taken out of the lane in time,waste,critical,test,Sanitation & Solid Waste,0
"hamari gali me supply ka time badal diya gyaa hai; this situation at Block A, Shah Faisal Colony has continued for the last three days. we would appreciate it if the concerned staff could chek it Requesting the department to act.",water,medium,test,Water Supply,1
This is to bring to your attention that the following problem at near the vegetable market in Malir near the school van stop: the road surface has completely broken up. a woman in labour could not be taken out of the lane in time??!,road,critical,test,Roads & Infrastructure,0
at new karachi sector 11-b awara kutte kachra phaila dete hain for the last three days this is a minor issue whenever it is convenient,waste,low,train,Sanitation & Solid Waste,1
This is to bring to your attention that residents near Block A Manghopir are affected because the main water pipe is leaking badly a large number of residents are suffering because of it Meherbani ho gi Again the main water pipe is leaking badly,water,high,test,Water Supply,0
the meter reading is being estimated and the biol is impossible at Block A Nazimabad This has bene the case since Friday we have complained at the local office twice already with no result It is causing daily inconvenience to the residents,electricity,medium,train,Electricity & Streetlights,0
"I want to report that the sewer line was never connected to the main trunk in front of Bahadurabad Gali No 7, and just a routine request, nothing urgent at all. Low priority, only mentioning it so it is on record",drainage,low,train,Drainage & Sewerage,0
